	city	type_of_street	name_of_street	number_of_house	type_of_building	num_of_building	year
12062	Москва	ул	Чертановская	51	к	5	1971
12063	Москва	ул	Чертановская	51	к	6	1972
12064	Москва	ул	Чертановская	52	к	1	1973
12065	Москва	ул	Чертановская	52	к	2	1971
12066	Москва	ул	Чертановская	52	к	3	1971
12067	Москва	ул	Чертановская	53	к	1	1971
12068	Москва	ул	Чертановская	53	к	2	1971
12069	Москва	ул	Чертановская	54	к	2	1971
12070	Москва	ул	Чертановская	54	к	3	1971
12071	Москва	ул	Чертановская	55			1971
12072	Москва	ул	Чертановская	56	к	1	1971
12073	Москва	ул	Чертановская	56	к	2	1971
12074	Москва	ул	Чертановская	57			1972
12075	Москва	ул	Чертановская	58	к	1	1971
12076	Москва	ул	Чертановская	58	к	2	1971
12077	Москва	ул	Чертановская	60	к	1	1977
12078	Москва	ул	Чертановская	60	к	2	1977
12079	Москва	ул	Чертановская	61	к	1	1980
12080	Москва	ул	Чертановская	63	к	1	1972
12081	Москва	ул	Чертановская	63	к	2	1972
12082	Москва	ул	Чертановская	64	к	1	1971
12083	Москва	ул	Чертановская	64	к	2	1971
12084	Москва	ул	Чертановская	64	к	3	1970
12085	Москва	ул	Чертановская	65			1986
12086	Москва	ул	Чертановская	66	к	1	1971
12087	Москва	ул	Чертановская	66	к	2	1971
12088	Москва	ул	Чертановская	66	к	3	1971
12089	Москва	ул	Чертановская	66	к	4	1977
12090	Москва	ул	Чертановская	66	к	5	2004
12091	Москва	ул	Свободы	73	к	1	1969
12092	Москва	пр-кт	Вернадского	94	к	1	2006
12093	Москва	пр-кт	Вернадского	94	к	2	2006
12094	Москва	пр-кт	Вернадского	94	к	3	2008
12095	Москва	пр-кт	Вернадского	94	к	4	2010
12096	Москва	пр-кт	Вернадского	94	к	5	2012
12097	Москва	ул	Академика Анохина	26	к	1	1984
12098	Москва	ул	Академика Анохина	26	к	2	1984
12099	Москва	ул	Академика Анохина	30	к	4	1982
12100	Москва	ул	Академика Анохина	46	к	1	1992
12101	Москва	ул	Академика Анохина	46	к	2	1992
12102	Москва	ул	Академика Анохина	50			1998
12103	Москва	ул	Академика Анохина	54			1999
12104	Москва	ул	Академика Анохина	56			2004
12105	Москва	ул	Академика Анохина	62			2001
12106	Москва	ул	Академика Анохина	64			2001
12107	Москва	ул	Веерная	30	к	6	2003
12108	Москва	ул	Академика Анохина	26	к	4	1989
12109	Москва	ул	Академика Анохина	34	к	1	1984
12110	Москва	ул	Академика Анохина	34	к	2	1983
12111	Москва	ш	Хорошевское	84	к	5	2004
12112	Москва	пр-кт	Ленинский	128	к	1	2001
12113	Москва	б-р	Яна Райниса	20	к	1	1968
12114	Москва	ул	Героев Панфиловцев	51			1968
12115	Москва	ул	Василия Петушкова	11			1994
12116	Москва	туп	Крымский	6	стр	2	1957
12117	Москва	ул	Крымский Вал	4	стр	1	1943
12118	Москва	ул	Полянка Б.	4/10	стр	1	1940
12119	Москва	ул	Полянка Б.	28	стр	1	1972
12120	Москва	ул	Полянка Б.	30	стр	1	1971
12121	Москва	ул	Полянка М.	10	стр	1	1910
12122	Москва	пер	Толмачевский Б.	4	стр	4	1907
12123	Москва	ул	Шаболовка	15	стр	1	1964
12124	Москва	ул	Новослободская	50/1	стр	1	1954
12125	Москва	ул	Палиха	7/9	к	1	1928
12126	Москва	ул	Палиха	7/9	к	6	1917
12127	Москва	ул	Тихвинская	7			1914
12128	Москва	пер	Тихвинский	11			1907
12129	Москва	ул	Героев Панфиловцев	18	к	2	2004
12130	Москва	ул	Коненкова	6			1975
12131	Москва	ул	Адмирала Лазарева	63			2012
12132	Москва	пр-кт	Защитников Москвы	1			2011
12133	Москва	пр-кт	Защитников Москвы	7	к	1	2011
12134	Москва	пр-кт	Защитников Москвы	7	к	2	2011
12135	Москва	ул	Изюмская	49	к	1	2011
12136	Москва	ул	Липчанского	1			2013
12137	Москва	ул	Липчанского	7	к	1	Не заполнено
12138	Москва	ул	Маресьева	3			2013
12139	Москва	ул	Недорубова	24			2012
12140	Москва	ул	Недорубова	25			2013
12141	Москва	ул	Недорубова	29			2013
12142	Москва	ул	Рождественская	4			2012
12143	Москва	ул	Рождественская	8			2011
12144	Москва	ул	Рождественская	10			2011
12145	Москва	ул	Рождественская	15			2011
12146	Москва	ул	Рождественская	19	к	1	2012
12147	Москва	ул	Рождественская	21	к	1	2012
12148	Москва	ул	Сочинская	2			2012
12149	Москва	ул	Чертановская	43	к	3	2012
12150	Москва	ул	Чертановская	43	к	4	2012
12151	Москва	ул	Чертановская	43	к	5	2012
12152	Москва	проезд	Шенкурский	10В			1974
12153	Москва	ул	Привольная	56			2009
12154	Москва	ул	Филевская М.	40	к	1	2011
12155	Москва	ул	Васильевская	2	стр	1	1958
12156	Москва	ул	Кастанаевская	52			1981
12157	Москва	ул	Пресненский Вал	5			1958
12158	Москва	ул	Пресненский Вал	7	стр	1	1959
12159	Москва	ул	Коненкова	15	к	1	2004
12160	Москва	пер	Митинский 3-й	1			1994
12161	Москва	ул	Сокольнический Вал	24	к	3	1975
12162	Москва	ул	Седова	13	к	2	Не заполнено
12163	Москва	ш	Дмитровское	51	к	1	1961
12164	Москва	ш	Дмитровское	52	к	1	1960
12165	Москва	ш	Дмитровское	54	к	2	1963
12166	Москва	ш	Дмитровское	57	к	2	1965
12167	Москва	ш	Дмитровское	63	к	2	1976
12168	Москва	ул	Линии Октябрьской Железной Дороги	4			1966
12169	Москва	проезд	Локомотивный	19а			1949
12170	Москва	проезд	Локомотивный	23			1962
12171	Москва	проезд	Нижнелихоборский 3-й	13	к	2	1966
12172	Москва	проезд	Нижнелихоборский 3-й	16	к	1	1979
12173	Москва	кв-л	Волжский Бульвар 114 А	114А	к	6	1988
12174	Москва	ул	Жигулевская	5	к	4	1965
12175	Москва	пр-кт	Зеленый	26			1974
12176	Москва	проезд	Батайский	51			1990
12177	Москва	ул	Донецкая	20	к	1	2005
12178	Москва	ул	Маршала Голованова	16			1980
12179	Москва	ул	Перерва	24			1986
12180	Москва	ул	Перерва	40			1990
12181	Москва	ул	Перерва	50			1990
12182	Москва	ул	Воротынская	2	к	1	2002
12183	Москва	ул	Воротынская	3			2005
12184	Москва	ул	Воротынская	5			2005
12185	Москва	ул	Воротынская	6	к	1	2002
12186	Москва	ул	Воротынская	7			2002
12187	Москва	ул	Воротынская	7	к	1	2002
12188	Москва	ул	Воротынская	7	к	2	2002
12189	Москва	ул	Воротынская	7	к	3	2002
12190	Москва	ул	Воротынская	7	к	4	2002
12191	Москва	ул	Воротынская	7	к	5	2002
12192	Москва	ул	Воротынская	9			2003
12193	Москва	ул	Воротынская	9	к	1	2002
12194	Москва	ул	Воротынская	9	к	2	2002
12195	Москва	ул	Воротынская	9	к	3	2002
12196	Москва	ул	Воротынская	9	к	4	2003
12197	Москва	ул	Воротынская	9	к	5	2002
12198	Москва	ул	Воротынская	11			2003
12199	Москва	ул	Воротынская	11	к	1	2003
12200	Москва	ул	Воротынская	11	к	2	2003
12201	Москва	ул	Воротынская	11	к	3	2002
12202	Москва	ул	Воротынская	13/2			2007
12203	Москва	ул	Воротынская	15			2007
12204	Москва	ш	Куркинское	17	к	5	2005
12205	Москва	ш	Куркинское	17	к	6	2006
12206	Москва	ш	Куркинское	17	к	7	2006
12207	Москва	ш	Куркинское	17	к	8	2005
12208	Москва	ш	Куркинское	17	к	9	2005
12209	Москва	ш	Куркинское	32			2003
12210	Москва	ш	Куркинское	34			2003
12211	Москва	ш	Куркинское	36			2003
12212	Москва	ш	Куркинское	38			2004
12213	Москва	ш	Куркинское	40			2002
12214	Москва	ш	Куркинское	40	к	1	2002
12215	Москва	ш	Куркинское	40	к	2	2002
12216	Москва	ш	Куркинское	40	к	3	2002
12217	Москва	ш	Куркинское	40	к	4	2002
12218	Москва	ш	Куркинское	42			2001
12219	Москва	ш	Куркинское	42	к	1	2002
12220	Москва	ш	Куркинское	42	к	2	2002
12221	Москва	ш	Куркинское	44			2001
12222	Москва	ш	Куркинское	48			2002
12223	Москва	ш	Куркинское	48	к	1	2002
12224	Москва	ул	Ландышевая	12			2005
12225	Москва	ул	Ландышевая	12	к	1	2005
12226	Москва	ул	Ландышевая	14			2005
12227	Москва	ул	Ландышевая	14	к	1	2005
12228	Москва	ул	Ландышевая	14	к	2	2005
12229	Москва	ул	Ландышевая	14	к	3	2005
12230	Москва	ул	Родионовская	2			2005
12231	Москва	ул	Родионовская	2	к	1	2005
12232	Москва	ул	Родионовская	10	к	1	2007
12233	Москва	ул	Родионовская	12			2008
12234	Москва	ул	Родионовская	12	к	1	2007
12235	Москва	ул	Соколово-Мещерская	14			2007
12236	Москва	ул	Соколово-Мещерская	14	к	1	2007
12237	Москва	ул	Соколово-Мещерская	16	к	114	2007
